DDI-MedLine.d139.s0|DDI-MedLine.d139.s0.e0|DDI-MedLine.d139.s0.e1|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e21|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e22|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e23|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e24|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e25|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e26|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e27|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e28|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e29|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e30|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e31|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e32|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e33|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e34|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e35|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e36|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e37|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e38|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e39|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e40|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e41|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e42|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e43|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e44|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e45|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e46|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e47|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e48|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e49|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e50|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e51|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e52|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e53|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e15|DDI-DrugBank.d64.s87.e54|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e17|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e18|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e19|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e20|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e21|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e22|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e23|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e24|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e25|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e26|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e27|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e28|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e29|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e30|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e31|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e32|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e33|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e34|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e35|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e36|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e37|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e38|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e39|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e40|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e41|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e42|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e43|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e44|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e45|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e46|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e47|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e48|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e49|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e50|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e51|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e52|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e53|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e16|DDI-DrugBank.d64.s87.e54|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e18|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e19|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e20|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e21|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e22|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e23|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e24|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e25|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e26|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e27|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e28|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e29|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e30|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e31|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e32|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e33|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e34|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e35|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e36|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e37|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e38|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e39|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e40|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e41|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e42|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e43|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e44|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e45|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e46|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e47|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e48|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e49|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e50|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e51|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e52|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e53|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e17|DDI-DrugBank.d64.s87.e54|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e19|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e20|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e21|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e22|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e23|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e24|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e25|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e26|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e27|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e28|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e29|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e30|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e31|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e32|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e33|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e34|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e35|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e36|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e37|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e38|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e39|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e40|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e41|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e42|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e43|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e44|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e45|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e46|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e47|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e48|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e49|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e50|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e51|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e52|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e53|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e18|DDI-DrugBank.d64.s87.e54|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e20|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e21|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e22|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e23|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e24|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e25|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e26|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e27|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e28|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e29|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e30|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e31|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e32|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e33|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e34|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e35|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e36|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e37|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e38|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e39|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e40|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e41|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e42|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e43|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e44|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e45|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e46|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e47|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e48|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e49|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e50|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e51|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e52|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e53|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e19|DDI-DrugBank.d64.s87.e54|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e21|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e22|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e23|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e24|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e25|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e26|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e27|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e28|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e29|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e30|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e31|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e32|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e33|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e34|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e35|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e36|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e37|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e38|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e39|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e40|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e41|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e42|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e43|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e44|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e45|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e46|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e47|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e48|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e49|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e50|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e51|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e52|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e53|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e20|DDI-DrugBank.d64.s87.e54|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e22|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e23|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e24|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e25|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e26|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e27|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e28|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e29|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e30|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e31|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e32|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e33|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e34|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e35|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e36|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e37|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e38|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e39|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e40|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e41|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e42|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e43|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e44|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e45|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e46|0|null
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e21|DDI-DrugBank.d64.s87.e47|0|null
